Date,Open,High,Low,Close,Volume
9/6/2015,375,377.05,373,375.8,1967
11/6/2015,381.65,390.05,381.65,390.05,2849
12/6/2015,385.6,386.65,380.75,380.75,1216
23/6/2015,388.45,394.55,388.1,394.55,971
25/6/2015,394.5,398.95,390,394.5,683
1/7/2015,392.8,396.25,392.8,396,655
7/7/2015,398.95,400.95,389.35,391.05,1058
8/7/2015,394.05,394.25,388.25,389.15,1493
9/7/2015,387.1,396.9,387.1,395.6,1731
13/7/2015,399.95,413.3,399.5,412.05,5373
17/7/2015,440,445.35,436.7,445.35,6441
27/7/2015,481.5,491.1,474.9,484.25,10131
12/8/2015,472.5,473.45,457.15,462.65,7759
13/8/2015,475.8,480,474.7,477.85,3809
14/8/2015,475.4,481,471.95,478.3,2865
17/8/2015,480.05,481.9,476.45,481.45,939
18/8/2015,484.45,488.85,480.5,487.9,1365
19/8/2015,482.1,484.9,479.05,479.05,1198
20/8/2015,478.5,478.5,463.7,465.1,2399
21/8/2015,452,457.8,441.9,445.05,7234
24/8/2015,413.45,420,386.75,408.7,11014
25/8/2015,407.4,427,405,424.35,15431
26/8/2015,412.1,431.15,407.5,425.75,8727
27/8/2015,446,464.2,444,457.9,8710
28/8/2015,462.65,465.4,452.8,465.4,2394
31/8/2015,461.4,464.5,455.5,459.55,3174
1/9/2015,446.7,452.15,440.3,449.8,3435
2/9/2015,447.6,451.25,444.2,448.3,3900
3/9/2015,455,464.25,454.6,461.75,2686
4/9/2015,453.3,453.3,446.45,450.1,2809
8/9/2015,453.2,462.35,451.25,460.55,4272
9/9/2015,469.7,474.4,467.1,471,2210
10/9/2015,462.75,467.35,458.9,463.1,3244
11/9/2015,463.75,466.4,459.3,463.9,1476
14/9/2015,465.9,470,458.95,458.95,2202
15/9/2015,462,464.8,458.4,464.8,975
16/9/2015,464.85,467,459.9,462.8,2461
17/9/2015,467.7,471.15,464.2,471,2371
18/9/2015,473.85,478.75,464.75,477.9,3809
21/9/2015,479.2,490.8,475.4,488.8,3350
22/9/2015,492.8,492.95,479.8,480,2929
23/9/2015,481.45,487.55,479.5,481.4,2271
24/9/2015,478.15,482.05,463.05,465.4,1208
25/9/2015,481.85,487.95,479.2,480.35,2322
28/9/2015,471.35,471.75,450.95,450.95,2164
29/9/2015,447,454.65,441.55,448.95,3016
30/9/2015,447.95,457,445.35,455.85,1878
1/10/2015,464.1,465.95,454.15,459.7,3270
