Date,Close,High,Low,Open,Volume
2013-07-10,21.46102905273437,21.66554097504736,21.420622519179208,21.503419369590706,51937949
2013-08-10,21.16182327270508,21.466978501674017,21.111252934568107,21.45061845910244,78039419
2013-09-10,21.21611213684082,21.38442997743988,20.89682744039515,21.226522727692284,106449509
2013-10-10,21.52300071716309,21.53762565980136,21.323942794633982,21.41392681670004,90550137
2013-11-10,21.61596298217773,21.652899321120834,21.45012438251024,21.46821952476268,56567236
2013-01-11,25.459529876708984,25.68164335494033,25.411440694119165,25.57727927385484,51524405
2013-04-11,25.43647766113281,25.59165887273524,25.33533888309693,25.570091636268,45722740
2013-05-11,25.322694778442383,25.573809462193573,25.22106053336625,25.29369167791055,47433127
2013-06-11,25.353185653686523,25.45853877818608,25.170240979055063,25.42383491186941,36652871
2013-07-11,24.98630714416504,25.38243924879176,24.978622594038143,25.349717264963388,67435822
2013-08-11,25.186599731445312,25.247829338517384,24.99993618479096,25.006134320435848,51825529
2013-11-11,25.05174827575684,25.184124518195294,24.98754583614133,25.024975744535737,44670812
2013-12-11,25.08124732971192,25.22452772766416,24.91317628682805,24.98010666192216,48906630
2013-02-12,26.13974571228028,26.43399484485884,26.047529224020323,26.363592376949985,55133884
2013-03-12,26.1095027923584,26.36185708230132,26.00439646081341,26.05223885371165,67295297
2013-04-12,26.23146629333496,26.37524405383349,26.028689496440773,26.06265110270604,47842656
2013-05-12,26.21064758300781,26.26815831711849,26.05571505111445,26.20717738588108,45517975
2013-06-12,26.52125358581543,26.52447509774636,26.27856572089989,26.519269802687663,57366220
2013-09-12,26.726261138916016,26.82963428229368,26.47539513230098,26.54901911987978,59526286
2013-10-12,26.88788795471192,27.077526251131378,26.66453673178776,26.67693300466774,74433955
2013-11-12,26.705190658569336,27.052982979492874,26.6526365388444,26.955809872988024,68728650
2013-12-12,26.523487091064453,26.84525105493077,26.499689284325484,26.761711944899258,64099363
2014-02-01,27.59338760375977,27.70816227493666,27.472912166166328,27.65139570212484,73129082
2014-03-01,27.392099380493164,27.68783494665125,27.390364282072465,27.63999255015405,66917888
2014-06-01,27.69750213623047,27.735676198267207,27.42779495587304,27.59066070276836,71037271
2014-07-01,28.23146247863769,28.25203877212196,27.792695183405893,27.88788450753001,102486711
2014-08-01,28.290212631225582,28.441179474813563,28.09338527827076,28.408457494518988,90036218
2014-09-01,28.017778396606445,28.364332976918195,27.90176599753761,28.34499820985909,83692529
2014-10-01,28.016292572021484,28.236917740414743,27.819713893514017,28.236917740414743,86061375
2014-03-02,28.096858978271484,29.293930804743,28.061659637651083,29.231461561846032,183449044
2014-04-02,28.214111328125,28.63156196811766,28.185603698506355,28.20989697520808,112897588
2014-05-02,28.33904838562012,28.526702893369546,27.96274842766196,28.343511423401413,96139007
2014-06-02,28.754514694213867,28.75947320280173,28.446880240849147,28.53562653410103,78155853
2014-07-02,29.18783187866211,29.199235310182623,28.76939029616727,28.94464852846384,105843245
2014-10-02,29.076032638549805,29.3107853749509,28.97910632212695,29.04801858293752,78099643
2014-11-02,29.503644943237305,29.5455397855913,29.05818406474628,29.255504994503,82339476
2014-12-02,29.417133331298828,29.49918602545921,29.28550313995656,29.474395378511048,69238554
2014-03-03,29.81376075744629,29.94142527993425,29.552233576174096,29.91440406338268,84507572
2014-04-03,30.116683959960938,30.14370517520754,29.982574521215952,30.11891452957698,58928052
2014-05-03,30.19972801208496,30.31921250923854,30.02992186369376,30.12015457557797,49597208
2014-06-03,30.23319435119629,30.39531595093645,30.20815691862556,30.299380573546618,50914126
2014-07-03,30.113710403442383,30.41613958633358,30.030666768002423,30.41142976213592,60831159
2014-10-03,30.03388786315918,30.18435924567424,29.84846582683553,30.13601947876412,48766105
2014-11-03,29.746829986572266,30.102060075149627,29.66378445307912,30.08842417547694,68776830
2014-12-03,29.92803955078125,29.941673552087902,29.355160912753263,29.65783688077531,78866507
2014-01-04,28.14703941345215,28.21106151091568,27.727682810333388,27.727682810333388,158434
2014-02-04,28.139101028442383,30.016528902871,27.900390196017,29.776329758351217,2942055
2014-03-04,28.27507972717285,29.145556243922915,27.99666665716713,28.280539402539937,101983228
2014-04-04,26.954975128173828,28.673593971364607,26.9480271408168,28.51875446623453,127386783
2014-07-04,26.70733070373535,27.21998776236625,26.16142202027903,26.835866571816208,88033033
2014-08-04,27.538599014282227,27.54356131976213,26.87904141416164,26.92817469282684,63024560
2014-09-04,27.99716186523437,28.05820353695717,27.44182408015898,27.77284250155457,66616395
2014-10-04,26.84628677368164,28.03984082089292,26.79417687182242,28.03984082089292,80737057
2014-11-04,26.332637786865234,26.799140071387725,26.130650688405574,26.429412237342927,78496923
2014-01-05,26.36985969543457,26.44827133969853,25.99913711071767,26.159436291284017,38110345
2014-02-05,26.200130462646484,26.501373163252964,26.084993203943867,26.48946287057683,33770463
2014-05-05,26.194175720214844,26.24827130601856,25.872090951637244,26.045788733973502,20482080
2014-06-05,25.56538963317871,26.144548054884027,25.56142016817961,26.06613640888313,33780490
2014-07-05,25.308313369750977,25.641814837605395,24.977792322462086,25.597645764167083,64486563
2014-08-05,25.35993003845215,25.6691116814596,25.13412044764404,25.233873424257684,40426688
2014-09-05,25.743553161621094,25.80161821219969,25.02245839612005,25.34752168675905,48789585
2014-12-05,26.298891067504883,26.31228967241732,25.75744922864037,25.980775762943143,38250730
2014-02-06,27.49045753479004,27.836364763732384,27.083508635357823,27.826440153148617,28700582
2014-03-06,27.044301986694336,27.41155054705312,26.925690740210506,27.34455183188924,37332215
