Date,Adj Close,Close,High,Low,Open,Volume
04/12/2012,17.16907501,17.21123886,17.32282066,17.07848549,17.31011772,79966615
05/12/2012,17.08932114,17.13128853,17.29766464,16.9945507,17.23913383,74775229
06/12/2012,17.17156029,17.21372986,17.32530975,17.0488472,17.12555885,58711242
07/12/2012,16.99962616,17.04137421,17.35694122,16.99679184,17.31011772,77059760
10/12/2012,17.02968979,17.07151222,17.22668076,17.03091431,17.07076454,54872909
11/12/2012,17.31441879,17.35694122,17.48247147,17.12879753,17.18558311,107906951
12/12/2012,17.33131599,17.37387848,17.52207375,17.27225876,17.41547394,97403730
13/12/2012,17.45902443,17.50189972,17.84486389,17.42344284,17.83116341,138312493
14/12/2012,17.44063568,17.4834671,17.62942123,17.39554787,17.41397858,85523366
17/12/2012,17.90823364,17.95221138,17.98060417,17.53477478,17.5716362,121871097
18/12/2012,17.9154377,17.95943451,18.15943336,17.80949593,17.84810066,120646524
19/12/2012,17.8915844,17.93552208,18.00750351,17.85009384,17.95046616,77031655
20/12/2012,17.94748688,17.9915638,18.04859924,17.85731506,18.01397896,66528434
21/12/2012,17.78027534,17.82394028,17.9033947,17.69666862,17.78259659,141568653
24/12/2012,17.62797356,17.67126465,17.8127346,17.62070274,17.7960453,33762076
26/12/2012,17.61231995,17.65557289,17.75544739,17.49467659,17.63564682,47473277
27/12/2012,17.54821777,17.59131241,17.65482521,17.40003014,17.61248398,66142994
28/12/2012,17.39218903,17.43490028,17.60675621,17.43490028,17.4767437,56290202
31/12/2012,17.57529831,17.61846161,17.69791412,17.33502388,17.43465042,80195470
02/01/2013,17.96959877,18.0137291,18.10713005,17.84685516,17.91833878,102033017
03/01/2013,17.98003578,18.0241909,18.22991943,17.95071602,18.05557251,93075567
04/01/2013,18.33532715,18.38035583,18.4675293,18.12406731,18.1654129,110954331
07/01/2013,18.25532532,18.30015755,18.41547394,18.19629669,18.31759071,66476239
08/01/2013,18.21929932,18.2640419,18.33876228,18.04311943,18.31983376,67295297
09/01/2013,18.33905411,18.38409233,18.3898201,18.14698029,18.23838806,81291563
10/01/2013,18.42253494,18.46777725,18.55545044,18.2690239,18.5014019,73703226
11/01/2013,18.38551521,18.43066788,18.49143982,18.33876228,18.48073006,51600690
