Price_Count,Price_Mean,Price_Std,Price_Min,Price_Max,Price_Range,Price_CV,Daily_Return_Volatility,Sentiment_Count,Sentiment_Mean,Sentiment_Std,Sentiment_Min,Sentiment_Max,Sentiment_Range,Sentiment_Cols_Count,Price_Sentiment_Corr,Data_Overlap_Days,Price_Data_Days,Sentiment_Data_Days,Overlap_Rate,Price_Missing_Rate,Sentiment_Missing_Rate,Ticker,Dataset
2558,136.19875293197813,59.204671926397324,57.39,317.14,259.75,0.43469320130975037,0.026174595513377582,119,0.08173644701789604,0.4880343422921936,-0.983134,0.991424,1.974558,9,-0.008014523561312381,88,2558,119,73.94957983193278,0.0,-800.0,ALIBABA,TRAIN
2860,88.9431888111888,56.781034385334166,14.05,214.1,200.04999999999998,0.6383966568353042,0.020504992187841575,718,0.26756511805844535,0.4034826586554661,-1.462238,1.273726,2.735964,9,0.2746205679304707,279,2860,718,38.85793871866296,0.0,-800.0,AMAZON,TRAIN
2860,85.00896153846153,64.22450270534979,14.96,236.48,221.51999999999998,0.7555027322183203,0.017560552117751066,251,0.2555017797708646,0.3893374484164648,-0.982005,1.09776,2.079765,9,0.15569955042968373,97,2860,251,38.645418326693225,0.0,-800.0,APPLE,TRAIN
2860,74.38936713286714,44.514497083098824,21.09,192.66,171.57,0.598398652909512,0.017450861312823338,419,0.18698569229626014,0.4173220608869375,-1.164822,0.987944,2.152766,9,0.216332450451891,295,2860,419,70.40572792362768,0.0,-800.0,GOOGLE,TRAIN
3204,220.9698470661673,167.23178333598835,22.9,790.0,767.1,0.756808159829664,0.02408515697032213,622,0.15539453725198857,0.46833226865269956,-1.799521,1.536374,3.335895,9,0.32151879181199156,450,3204,622,72.34726688102894,0.0,-800.0,META,TRAIN
2859,16.127509618747812,2.817383250368342,9.7,23.66,13.96,0.1746942532958224,0.06590247578096117,845,0.15817769846505222,0.3578634809016203,-1.505603,1.090427,2.59603,9,0.07160059017685991,656,2859,845,77.63313609467455,0.0,-800.0,VNM,TRAIN
