Date,Open,High,Low,Close,Volume
2/1/2013,27.44,28.18,27.42,28,69846400
3/1/2013,27.88,28.47,27.59,27.77,63140600
4/1/2013,28.01,28.93,27.83,28.76,72715400
7/1/2013,28.69,29.79,28.65,29.42,83781800
8/1/2013,29.51,29.6,28.86,29.06,45871300
9/1/2013,29.67,30.6,29.49,30.59,104787700
10/1/2013,30.6,31.45,30.28,31.3,95316400
11/1/2013,31.28,31.96,31.1,31.72,89598000
14/1/2013,32.08,32.21,30.62,30.95,98892800
15/1/2013,30.64,31.71,29.88,30.1,173242600
16/1/2013,30.21,30.35,29.53,29.85,75332700
17/1/2013,30.08,30.42,30.03,30.14,40256700
18/1/2013,30.31,30.44,29.27,29.66,49631500
22/1/2013,29.75,30.89,29.74,30.73,55243300
23/1/2013,31.1,31.5,30.8,30.82,48899800
24/1/2013,31.27,31.49,30.81,31.08,43845100
25/1/2013,31.41,31.93,31.13,31.54,54363600
28/1/2013,31.88,32.51,31.81,32.47,59682500
29/1/2013,32,32.07,30.71,30.79,72976500
30/1/2013,30.98,31.49,30.88,31.24,87682100
31/1/2013,29.15,31.47,28.74,30.98,190744900
1/2/2013,31.01,31.02,29.63,29.73,85856700
4/2/2013,29.06,29.2,28.01,28.11,92362200
5/2/2013,28.26,28.96,28.04,28.64,47948200
6/2/2013,28.74,29.29,28.66,29.05,38375900
7/2/2013,29.11,29.15,28.27,28.65,34540100
8/2/2013,28.89,29.17,28.51,28.55,37708800
11/2/2013,28.61,28.68,28.04,28.26,37361800
12/2/2013,27.67,28.16,27.1,27.37,93498700
13/2/2013,27.36,28.32,27.31,27.91,50164000
14/2/2013,28.02,28.63,28.01,28.5,35615800
15/2/2013,28.52,28.75,28.09,28.32,33109300
19/2/2013,28.23,29.08,28.12,28.93,49396400
20/2/2013,28.92,29.05,28.33,28.46,42098200
21/2/2013,28.28,28.55,27.15,27.28,49642300
22/2/2013,27.62,27.63,26.82,27.13,36350200
25/2/2013,27.16,27.64,27.15,27.27,34652000
26/2/2013,27.36,27.46,26.7,27.39,31611700
27/2/2013,27.34,27.34,26.63,26.87,44319700
28/2/2013,26.84,27.3,26.34,27.25,83027800
1/3/2013,27.05,28.12,26.81,27.78,54064800
4/3/2013,27.76,28.06,27.44,27.72,32400700
5/3/2013,27.88,28.18,27.21,27.52,40622200
6/3/2013,28.1,28.13,27.35,27.45,33532600
7/3/2013,27.57,28.68,27.47,28.58,74540200
8/3/2013,28.43,28.47,27.73,27.96,44198900
11/3/2013,28.01,28.64,27.83,28.14,35642100
12/3/2013,28.1,28.32,27.6,27.83,27569600
13/3/2013,27.62,27.65,26.92,27.08,39619500
14/3/2013,27.1,27.43,26.83,27.04,27646400
15/3/2013,27.03,27.06,26.56,26.65,31597400
18/3/2013,26.37,26.79,25.78,26.49,26653700
19/3/2013,26.53,26.9,26.21,26.55,25254200
20/3/2013,26.68,26.69,25.78,25.86,44006500
21/3/2013,25.66,26.11,25.56,25.74,24336100
22/3/2013,25.8,26.01,25.63,25.73,18456300
25/3/2013,25.75,25.8,25.08,25.13,39199000
26/3/2013,25.08,25.48,25.03,25.21,26957200
27/3/2013,25,26.28,24.72,26.09,52297400
28/3/2013,26.09,26.17,25.52,25.58,28585700
1/4/2013,25.63,25.89,25.28,25.53,22249300
2/4/2013,25.77,26.12,25.3,25.42,35153300
3/4/2013,25.83,26.39,25.7,26.25,48195200
4/4/2013,26.62,27.23,26.11,27.07,82016800
5/4/2013,26.86,27.8,26.61,27.39,64566600
8/4/2013,27.19,27.2,26.63,26.85,27256000
9/4/2013,26.58,26.89,26.42,26.59,21311100
10/4/2013,27.01,27.84,26.9,27.57,45949400
11/4/2013,27.48,28.1,27.25,28.02,33368500
12/4/2013,28,28,27.24,27.4,28697400
15/4/2013,27.16,27.48,26.36,26.52,30275400
16/4/2013,26.81,27.11,26.4,26.92,27365900
17/4/2013,26.65,27.2,26.39,26.63,26440600
18/4/2013,26.82,26.82,25.15,25.69,39059000
19/4/2013,25.62,25.96,25.33,25.73,20380900
22/4/2013,25.81,26.36,25.7,25.97,25687600
23/4/2013,26.22,26.33,25.77,25.98,25191500
24/4/2013,25.93,26.4,25.8,26.11,19729900
25/4/2013,26.07,26.4,26,26.14,17150000
26/4/2013,26.6,27.62,26.6,26.85,33018000
29/4/2013,27.16,27.41,26.86,26.98,29201100
30/4/2013,27.13,27.85,27.01,27.77,36245700
1/5/2013,27.85,27.92,27.31,27.43,64567600
2/5/2013,28.01,29.02,27.98,28.97,104257000
3/5/2013,29.04,29.07,28.15,28.31,58506400
6/5/2013,28.33,28.46,27.48,27.57,43939400
7/5/2013,27.55,27.85,26.85,26.89,41259100
8/5/2013,26.88,27.3,26.65,27.12,34654900
9/5/2013,27.08,27.55,26.85,27.04,33457200
10/5/2013,27.14,27.3,26.57,26.68,30847100
13/5/2013,26.6,27.33,26.53,26.82,29068800
14/5/2013,26.89,27.28,26.82,27.07,24930300
15/5/2013,26.92,26.99,26.4,26.6,30299800
16/5/2013,26.48,26.55,25.9,26.13,35499100
17/5/2013,26.4,26.6,26.2,26.25,29462700
20/5/2013,26.18,26.19,25.69,25.76,42402900
21/5/2013,25.87,26.08,25.59,25.66,26261300
22/5/2013,25.65,25.85,24.92,25.16,45314500
23/5/2013,24.8,25.53,24.77,25.06,37663100
24/5/2013,24.97,24.97,24.08,24.31,58727900
28/5/2013,24.54,24.54,23.92,24.1,50079700
29/5/2013,23.79,23.81,23.26,23.32,64237800
30/5/2013,24.13,24.78,23.93,24.55,60733200
31/5/2013,24.63,24.95,24.27,24.35,35925000
3/6/2013,24.27,24.32,23.71,23.85,35733800
4/6/2013,23.89,23.93,23.32,23.52,34760800
5/6/2013,23.35,23.71,22.79,22.9,53819700
6/6/2013,22.99,23.09,22.67,22.97,31260700
7/6/2013,23.03,23.4,22.86,23.29,38699200
10/6/2013,24.06,24.6,23.99,24.33,58393000
11/6/2013,24.03,24.35,24,24.03,29885900
12/6/2013,24.16,24.26,23.58,23.77,26445800
13/6/2013,23.72,23.83,23.27,23.73,31189300
14/6/2013,23.56,23.89,23.26,23.63,30677100
17/6/2013,23.91,24.25,23.75,24.02,33664500
18/6/2013,24.09,24.69,24.08,24.21,36709100
19/6/2013,24.2,25.19,24.1,24.31,31790600
20/6/2013,24.28,24.75,23.65,23.9,42765600
21/6/2013,24.59,24.7,24.05,24.53,45833900
24/6/2013,23.95,24.11,23.38,23.94,40626000
25/6/2013,24.14,24.43,24.04,24.25,24713200
26/6/2013,24.51,24.65,23.99,24.16,29890300
27/6/2013,24.24,24.84,24.21,24.66,34694100
28/6/2013,24.68,24.98,24.42,24.88,96778900
1/7/2013,24.97,25.06,24.62,24.81,20582200
2/7/2013,24.7,24.77,24.3,24.41,18394100
3/7/2013,24.22,24.71,24.15,24.52,10404400
5/7/2013,24.65,24.66,24.2,24.37,20229500
8/7/2013,24.47,25.04,24.42,24.71,27064600
9/7/2013,25.07,25.49,25.03,25.48,30387900
10/7/2013,25.58,25.83,25.47,25.8,26721800
11/7/2013,25.96,26,25.45,25.81,26777400
12/7/2013,25.74,25.93,25.55,25.91,16537900
15/7/2013,25.93,26.43,25.65,26.28,24234000
16/7/2013,26.39,26.75,26.01,26.32,30817600
17/7/2013,26.37,26.78,26.3,26.65,21518500
18/7/2013,26.75,26.77,26.12,26.18,24806900
19/7/2013,25.82,26.11,25.6,25.88,46539700
22/7/2013,25.99,26.13,25.72,26.05,27526300
