Date,GOOGL
2014-05-13,26.94816017150879
2014-05-14,26.593358993530273
2014-05-15,26.330116271972656
2014-05-16,26.2893123626709
2014-05-19,26.81330680847168
2014-05-20,26.89093589782715
2014-05-21,27.35422134399414
2014-05-22,27.640350341796875
2014-05-23,28.055866241455078
2014-05-27,28.606733322143555
2014-05-28,28.386783599853516
2014-05-29,28.39225959777832
2014-05-30,28.44649887084961
2014-06-02,28.08273696899414
2014-06-03,27.593576431274414
2014-06-04,27.556255340576172
2014-06-05,28.112096786499023
2014-06-06,28.16683578491211
2014-06-09,28.40071678161621
2014-06-10,28.279796600341797
2014-06-11,28.239986419677734
2014-06-12,27.841888427734375
2014-06-13,27.884187698364258
2014-06-16,27.483604431152344
2014-06-17,27.400001525878906
2014-06-18,27.899612426757812
2014-06-19,28.115083694458008
2014-06-20,28.191221237182617
2014-06-23,28.577871322631836
2014-06-24,28.490785598754883
2014-06-25,29.157100677490234
2014-06-26,29.09937858581543
2014-06-27,29.145158767700195
2014-06-30,29.09440040588379
2014-07-01,29.43377685546875
2014-07-02,29.398447036743164
2014-07-03,29.51289939880371
2014-07-07,29.39745330810547
2014-07-08,28.782394409179688
2014-07-09,29.029212951660156
2014-07-10,28.864002227783203
2014-07-11,29.192930221557617
2014-07-14,29.571619033813477
2014-07-15,29.511905670166016
2014-07-16,29.390483856201172
2014-07-17,28.90281867980957
2014-07-18,30.11153793334961
2014-07-21,29.779626846313477
2014-07-22,30.03490447998047
2014-07-23,30.115520477294922
2014-07-24,30.007036209106445
2014-07-25,29.76171112060547
2014-07-28,29.808488845825195
2014-07-29,29.556194305419922
2014-07-30,29.630338668823242
2014-07-31,28.83962059020996
2014-08-01,28.543535232543945
2014-08-04,28.974971771240234
2014-08-05,28.520645141601562
2014-08-06,28.58782386779785
2014-08-07,28.45446014404297
2014-08-08,28.759502410888672
2014-08-11,28.72516441345215
2014-08-12,28.46988868713379
2014-08-13,29.08892822265625
2014-08-14,29.093406677246094
2014-08-15,29.046627044677734
2014-08-18,29.49399185180664
2014-08-19,29.713441848754883
2014-08-20,29.628847122192383
2014-08-21,29.480056762695312
2014-08-22,29.48603057861328
2014-08-25,29.387998580932617
2014-08-26,29.26607894897461
2014-08-27,29.01129722595215
2014-08-28,28.87793731689453
2014-08-29,28.979450225830078
2014-09-02,29.291460037231445
2014-09-03,29.33574676513672
2014-09-04,29.515886306762695
2014-09-05,29.746784210205078
2014-09-08,29.938364028930664
2014-09-09,29.457664489746094
2014-09-10,29.529817581176758
2014-09-11,29.414867401123047
2014-09-12,29.105846405029297
2014-09-15,28.943620681762695
2014-09-16,29.298919677734375
2014-09-17,29.52334976196289
2014-09-18,29.721403121948242
2014-09-19,30.12596893310547
2014-09-22,29.721403121948242
2014-09-23,29.418352127075195
2014-09-24,29.778629302978516
2014-09-25,29.12326431274414
2014-09-26,29.25513458251953
2014-09-29,29.250654220581055
2014-09-30,29.2805118560791
2014-10-01,28.84360122680664
2014-10-02,28.905803680419922
2014-10-03,29.173025131225586
2014-10-06,29.249160766601562
2014-10-07,28.56841468811035
2014-10-08,29.04812240600586
2014-10-09,28.404699325561523
2014-10-10,27.62741470336914
2014-10-13,27.107898712158203
2014-10-14,27.3039608001709
2014-10-15,26.90785789489746
2014-10-16,26.71826171875
2014-10-17,26.02408218383789
2014-10-20,26.492341995239258
2014-10-21,26.773496627807617
2014-10-22,27.005388259887695
2014-10-23,27.55078125
2014-10-24,27.314411163330078
2014-10-27,27.363178253173828
2014-10-28,27.814023971557617
2014-10-29,27.78963851928711
2014-10-30,27.880207061767578
2014-10-31,28.25839614868164
2014-11-03,28.054372787475586
2014-11-04,28.075273513793945
2014-11-05,27.665233612060547
2014-11-06,27.4532470703125
2014-11-07,27.459714889526367
2014-11-10,27.7786922454834
2014-11-11,27.93096160888672
2014-11-12,27.779685974121094
2014-11-13,27.689619064331055
2014-11-14,27.62741470336914
2014-11-17,27.201948165893555
2014-11-18,27.09595489501953
2014-11-19,27.229816436767578
2014-11-20,27.05863380432129
2014-11-21,27.164627075195312
2014-11-24,27.243749618530273
2014-11-25,27.33083152770996
2014-11-26,27.256187438964844
2014-11-28,27.323368072509766
2014-12-01,26.854110717773438
2014-12-02,26.80136489868164
2014-12-03,26.720748901367188
2014-12-04,26.999914169311523
2014-12-05,26.278364181518555
2014-12-08,26.410234451293945
2014-12-09,26.677953720092773
2014-12-10,26.27637481689453
2014-12-11,26.478904724121094
2014-12-12,25.951427459716797
2014-12-15,25.669275283813477
2014-12-16,24.78948211669922
2014-12-17,25.202009201049805
2014-12-18,25.60856819152832
2014-12-19,25.878276824951172
2014-12-22,26.488357543945312
2014-12-23,26.810321807861328
2014-12-24,26.718759536743164
2014-12-26,26.947166442871094
2014-12-29,26.737667083740234
2014-12-30,26.63665199279785
2014-12-31,26.40675163269043
2015-01-02,26.351516723632812
2015-01-05,25.849414825439453
2015-01-06,25.21146583557129
2015-01-07,25.137319564819336
2015-01-08,25.22490119934082
2015-01-09,24.916872024536133
2015-01-12,24.7347469329834
2015-01-13,24.970617294311523
2015-01-14,25.176132202148438
2015-01-15,25.080589294433594
2015-01-16,25.40155601501465
2015-01-20,25.37567901611328
2015-01-21,25.895694732666016
2015-01-22,26.737171173095703
2015-01-23,26.968563079833984
2015-01-26,26.708309173583984
2015-01-27,25.935503005981445
2015-01-28,25.499588012695312
2015-01-29,25.539398193359375
2015-01-30,26.74961280822754
2015-02-02,26.483383178710938
2015-02-03,26.538122177124023
2015-02-04,26.17983627319336
2015-02-05,26.365447998046875
2015-02-06,26.566986083984375
2015-02-09,26.33807945251465
2015-02-10,26.87948989868164
2015-02-11,26.772003173828125
2015-02-12,27.17059898376465
2015-02-13,27.4268741607666
2015-02-17,27.12083625793457
2015-02-18,27.00339698791504
2015-02-19,27.192495346069336
2015-02-20,26.96109962463379
2015-02-23,26.622718811035156
2015-02-24,26.804349899291992
2015-02-25,27.236284255981445
2015-02-26,27.831439971923828
2015-02-27,27.997644424438477
2015-03-02,28.614194869995117
2015-03-03,28.801799774169922
2015-03-04,28.77890968322754
2015-03-05,28.93317413330078
2015-03-06,28.50870132446289
2015-03-09,28.56841468811035
2015-03-10,27.85930633544922
2015-03-11,27.65229606628418
2015-03-12,27.924991607666016
2015-03-13,27.518436431884766
2015-03-16,27.948381423950195
2015-03-17,27.747840881347656
2015-03-18,28.17330551147461
2015-03-19,28.04939842224121
2015-03-20,28.11309242248535
2015-03-23,28.13399314880371
2015-03-24,28.739599227905273
2015-03-25,28.215105056762695
2015-03-26,28.04790496826172
2015-03-27,27.74485206604004
2015-03-30,27.923500061035156
2015-03-31,27.6030330657959
2015-04-01,27.34377098083496
2015-04-02,26.936716079711914
2015-04-06,27.068090438842773
2015-04-07,27.113372802734375
2015-04-08,27.311424255371094
2015-04-09,27.270620346069336
2015-04-10,27.29649543762207
2015-04-13,27.301471710205078
2015-04-14,26.860580444335938
2015-04-15,26.923282623291016
2015-04-16,27.04669189453125
2015-04-17,26.51025390625
2015-04-20,27.096952438354492
2015-04-21,27.01683235168457
2015-04-22,27.328344345092773
2015-04-23,27.740373611450195
2015-04-24,28.54652214050293
2015-04-27,28.171316146850586
2015-04-28,28.084230422973633
2015-04-29,27.935937881469727
2015-04-30,27.307941436767578
2015-05-01,27.4268741607666
2015-05-04,27.510475158691406
2015-05-05,27.022804260253906
2015-05-06,26.626699447631836
2015-05-07,26.973041534423828
2015-05-08,27.3169002532959
2015-05-11,27.15915298461914
2015-05-12,26.808330535888672
2015-05-13,26.84615135192871
2015-05-14,27.32933807373047
2015-05-15,27.19448471069336
2015-05-18,27.203441619873047
2015-05-19,27.333322525024414
2015-05-20,27.494049072265625
2015-05-21,27.70802879333496
2015-05-22,27.594072341918945
2015-05-26,27.229320526123047
2015-05-27,27.580636978149414
2015-05-28,27.577152252197266
2015-05-29,27.13626480102539
2015-06-01,27.329837799072266
2015-06-02,27.56570816040039
2015-06-03,27.63239097595215
2015-06-04,27.4532470703125
2015-06-05,27.345760345458984
2015-06-08,27.044700622558594
2015-06-09,26.979015350341797
2015-06-10,27.498531341552734
2015-06-11,27.37114143371582
2015-06-12,27.24325180053711
2015-06-15,27.020816802978516
2015-06-16,27.113868713378906
2015-06-17,27.19995880126953
2015-06-18,27.676679611206055
2015-06-19,27.743358612060547
2015-06-22,27.850847244262695
2015-06-23,28.03546142578125
2015-06-24,27.795610427856445
2015-06-25,27.764755249023438
2015-06-26,27.521421432495117
2015-06-29,26.93372917175293
2015-06-30,26.87352180480957
2015-07-01,27.03574562072754
2015-07-02,27.23678207397461
2015-07-06,27.151193618774414
2015-07-07,27.370641708374023
2015-07-08,26.95612335205078
2015-07-09,27.102922439575195
2015-07-10,27.673194885253906
2015-07-13,28.45047950744629
2015-07-14,29.070016860961914
2015-07-15,29.059070587158203
2015-07-16,29.945831298828125
2015-07-17,34.814552307128906
2015-07-20,34.47716522216797
2015-07-21,34.60206985473633
2015-07-22,34.58962631225586
2015-07-23,33.57596969604492
2015-07-24,32.58272171020508
2015-07-27,32.756893157958984
2015-07-28,32.8260612487793
2015-07-29,32.91413497924805
2015-07-30,33.06989669799805
2015-07-31,32.71857452392578
2015-08-03,33.07785415649414
2015-08-04,32.90667724609375
2015-08-05,33.50431823730469
2015-08-06,33.34806442260742
2015-08-07,33.06143569946289
2015-08-10,32.999237060546875
2015-08-11,34.35076904296875
2015-08-12,34.408992767333984
2015-08-13,34.162174224853516
2015-08-14,34.30448913574219
2015-08-17,34.540367126464844
2015-08-18,34.272647857666016
2015-08-19,34.53688049316406
2015-08-20,33.81234359741211
2015-08-21,32.04827880859375
2015-08-24,30.75844383239746
2015-08-25,30.4777889251709
2015-08-26,32.83004379272461
2015-08-27,33.23908615112305
2015-08-28,32.827552795410156
2015-08-31,32.23687744140625
2015-09-01,31.328222274780273
2015-09-02,32.09206771850586
2015-09-03,31.700939178466797
2015-09-04,31.298364639282227
2015-09-08,32.04081344604492
2015-09-09,32.01742935180664
2015-09-10,32.39910125732422
2015-09-11,32.60909652709961
2015-09-14,32.4682731628418
2015-09-15,33.09527587890625
2015-09-16,33.1176643371582
2015-09-17,33.42369842529297
2015-09-18,32.88875961303711
2015-09-21,33.19031524658203
2015-09-22,32.50459671020508
2015-09-23,32.50907897949219
2015-09-24,32.589691162109375
2015-09-25,31.855201721191406
2015-09-28,31.063982009887695
2015-09-29,30.982376098632812
2015-09-30,31.766626358032227
2015-10-01,31.947261810302734
2015-10-02,32.69319152832031
2015-10-05,33.424198150634766
2015-10-06,33.42221450805664
2015-10-07,33.340599060058594
2015-10-08,33.191314697265625
2015-10-09,33.40230941772461
2015-10-12,33.66057205200195
2015-10-13,33.9959716796875
2015-10-14,33.85862350463867
2015-10-15,34.486122131347656
2015-10-16,34.60057830810547
2015-10-19,34.83097457885742
2015-10-20,33.838218688964844
2015-10-21,33.430171966552734
2015-10-22,33.89494705200195
2015-10-23,35.79536819458008
2015-10-26,36.382057189941406
2015-10-27,36.46665573120117
2015-10-28,36.670677185058594
2015-10-29,37.0652961730957
2015-10-30,36.69406509399414
2015-11-02,37.209102630615234
2015-11-03,37.262847900390625
2015-11-04,37.5858039855957
2015-11-05,37.852535247802734
2015-11-06,37.89881134033203
2015-11-09,37.55893325805664
2015-11-10,37.732601165771484
2015-11-11,38.080440521240234
2015-11-12,37.646514892578125
2015-11-13,36.827430725097656
2015-11-16,37.34246826171875
2015-11-17,37.12152862548828
2015-11-18,37.81968688964844
2015-11-19,37.81620407104492
2015-11-20,38.66514205932617
2015-11-23,38.65021514892578
2015-11-24,38.298397064208984
2015-11-25,38.27998733520508
2015-11-27,38.41483688354492
2015-11-30,37.96101379394531
2015-12-01,39.003028869628906
2015-12-02,38.70743942260742
2015-12-03,38.22724151611328
2015-12-04,38.775115966796875
2015-12-07,38.46560287475586
2015-12-08,38.57258605957031
2015-12-09,37.946083068847656
2015-12-10,37.82117462158203
2015-12-11,37.34246826171875
2015-12-14,37.94558334350586
2015-12-15,37.82366943359375
2015-12-16,38.644737243652344
2015-12-17,38.308349609375
2015-12-18,37.662437438964844
2015-12-21,37.85900115966797
2015-12-22,38.17399215698242
2015-12-23,38.24266052246094
2015-12-24,38.109798431396484
2015-12-28,38.92589569091797
2015-12-29,39.50910949707031
2015-12-30,39.32698059082031
2015-12-31,38.71540451049805
2016-01-04,37.79132080078125
2016-01-05,37.895328521728516
2016-01-06,37.785850524902344
2016-01-07,36.87370681762695
2016-01-08,36.371604919433594
2016-01-11,36.479095458984375
2016-01-12,37.08967208862305
2016-01-13,35.80730438232422
2016-01-14,36.39549255371094
2016-01-15,35.35546875
2016-01-19,35.782920837402344
2016-01-20,35.757049560546875
2016-01-21,36.16061782836914
2016-01-22,37.095645904541016
2016-01-25,36.506465911865234
2016-01-26,36.51491928100586
2016-01-27,35.708282470703125
2016-01-28,37.23697280883789
2016-01-29,37.88636779785156
2016-02-01,38.355125427246094
2016-02-02,38.85971450805664
2016-02-03,37.29072189331055
2016-02-04,36.32781982421875
2016-02-05,35.02056884765625
2016-02-08,35.04047393798828
2016-02-09,34.884220123291016
2016-02-10,35.1743278503418
2016-02-11,35.14995193481445
2016-02-12,35.176326751708984
2016-02-16,35.711265563964844
2016-02-17,36.42435836791992
2016-02-18,35.704795837402344
2016-02-19,35.93370056152344
2016-02-22,36.279048919677734
2016-02-23,35.69384765625
2016-02-24,35.87348556518555
2016-02-25,36.282535552978516
2016-02-26,36.07054901123047
2016-02-29,35.690364837646484
2016-03-01,36.93193435668945
2016-03-02,36.798072814941406
2016-03-03,36.40544509887695
2016-03-04,36.337276458740234
2016-03-07,35.47041702270508
2016-03-08,35.50674057006836
2016-03-09,36.09791946411133
2016-03-10,36.43431091308594
2016-03-11,37.0662841796875
2016-03-14,37.33351516723633
2016-03-15,37.34993362426758
2016-03-16,37.68781661987305
2016-03-17,37.74354934692383
2016-03-18,37.59077835083008
2016-03-21,37.926673889160156
2016-03-22,37.82167434692383
2016-03-23,37.69776916503906
2016-03-24,37.56241989135742
2016-03-28,37.48478698730469
2016-03-29,38.11228561401367
2016-03-30,38.23420333862305
2016-03-31,37.963497161865234
2016-04-01,38.30038833618164
2016-04-04,38.073970794677734
2016-04-05,37.74802780151367
2016-04-06,38.22077178955078
2016-04-07,37.82516098022461
2016-04-08,37.79281234741211
2016-04-11,37.696773529052734
2016-04-12,38.03416061401367
2016-04-13,38.4118537902832
2016-04-14,38.585025787353516
2016-04-15,38.814430236816406
2016-04-18,39.19660186767578
2016-04-19,38.6278190612793
2016-04-20,38.56163787841797
2016-04-21,38.814430236816406
2016-04-22,36.71297836303711
2016-04-25,36.93391799926758
2016-04-26,36.09592819213867
2016-04-27,35.901363372802734
2016-04-28,35.08525466918945
2016-04-29,35.225589752197266
2016-05-02,35.550537109375
2016-05-03,35.253456115722656
2016-05-04,35.39925765991211
2016-05-05,35.56546401977539
2016-05-06,36.08647155761719
2016-05-09,36.28303146362305
2016-05-10,36.793094635009766
2016-05-11,36.35369873046875
2016-05-12,36.23028564453125
2016-05-13,36.06905746459961
2016-05-16,36.34125518798828
2016-05-17,35.83816146850586
2016-05-18,35.91728210449219
2016-05-19,35.59531784057617
2016-05-20,35.913795471191406
2016-05-23,35.69186019897461
2016-05-24,36.477108001708984
2016-05-25,36.729400634765625
2016-05-26,36.67117691040039
2016-05-27,37.2021369934082
2016-05-31,37.264347076416016
2016-06-01,37.244930267333984
2016-06-02,37.03643035888672
2016-06-03,36.61792755126953
2016-06-06,36.329307556152344
2016-06-07,36.38056945800781
2016-06-08,36.969749450683594
2016-06-09,36.949344635009766
2016-06-10,36.48506546020508
2016-06-13,36.419883728027344
2016-06-14,36.4880485534668
2016-06-15,36.435302734375
2016-06-16,36.04019546508789
2016-06-17,35.044952392578125
2016-06-20,35.13850402832031
2016-06-21,35.275352478027344
2016-06-22,35.354469299316406
2016-06-23,35.57342529296875
2016-06-24,34.096981048583984
2016-06-27,33.89494705200195
2016-06-28,34.39854431152344
2016-06-29,34.59410858154297
2016-06-30,35.00912094116211
2016-07-01,35.34352493286133
2016-07-05,35.07679748535156
2016-07-06,35.27983093261719
2016-07-07,35.194732666015625
2016-07-08,35.718231201171875
2016-07-11,36.18699264526367
2016-07-12,36.45122528076172
2016-07-13,36.30044937133789
2016-07-14,36.61494445800781
2016-07-15,36.60648727416992
2016-07-18,37.480804443359375
2016-07-19,37.49125671386719
2016-07-20,37.67388153076172
2016-07-21,37.541015625
2016-07-22,37.78335952758789
2016-07-25,37.695777893066406
2016-07-26,37.702247619628906
2016-07-27,37.91721725463867
2016-07-28,38.109798431396484
2016-07-29,39.37873458862305
2016-08-01,39.856449127197266
2016-08-02,39.81563949584961
2016-08-03,39.75592803955078
2016-08-04,39.67282485961914
2016-08-05,40.15452194213867
2016-08-08,40.0699348449707
2016-08-09,40.18189239501953
2016-08-10,40.232154846191406
2016-08-11,40.21772003173828
2016-08-12,40.16049575805664
2016-08-15,40.106258392333984
2016-08-16,39.86888885498047
2016-08-17,40.079383850097656
2016-08-18,39.9465217590332
2016-08-19,39.79225158691406
2016-08-22,39.65789794921875
2016-08-23,39.639984130859375
2016-08-24,39.4911994934082
2016-08-25,39.376739501953125
2016-08-26,39.47228240966797
2016-08-29,39.60166549682617
2016-08-30,39.407596588134766
2016-08-31,39.304588317871094
2016-09-01,39.38172149658203
2016-09-02,39.65391540527344
2016-09-06,40.20876693725586
2016-09-07,40.207271575927734
2016-09-08,39.95099639892578
2016-09-09,39.236412048339844
2016-09-12,39.75095748901367
2016-09-13,39.248355865478516
2016-09-14,39.33494186401367
2016-09-15,39.870880126953125
2016-09-16,39.708656311035156
2016-09-19,39.58026885986328
2016-09-20,39.79872131347656
2016-09-21,40.05997848510742
2016-09-22,40.60337448120117
2016-09-23,40.554115295410156
2016-09-26,39.94153594970703
2016-09-27,40.3436164855957
2016-09-28,40.31027603149414
2016-09-29,39.94104766845703
2016-09-30,40.01170349121094
2016-10-03,39.828582763671875
2016-10-04,39.94850540161133
2016-10-05,39.870880126953125
2016-10-06,39.96294021606445
2016-10-07,39.84500503540039
2016-10-10,40.514801025390625
2016-10-11,40.28589630126953
2016-10-12,40.3953742980957
2016-10-13,40.01270294189453
2016-10-14,40.03857421875
2016-10-17,40.15004348754883
2016-10-18,40.879058837890625
2016-10-19,41.145286560058594
2016-10-20,40.88602828979492
2016-10-21,41.0069465637207
2016-10-24,41.588172912597656
2016-10-25,41.230377197265625
2016-10-26,40.90941619873047
2016-10-27,40.67304229736328
2016-10-28,40.78302001953125
2016-10-31,40.30231475830078
2016-11-01,40.082366943359375
2016-11-02,39.233428955078125
2016-11-03,38.92340850830078
2016-11-04,38.869171142578125
2016-11-07,39.91069030761719
2016-11-08,40.405818939208984
2016-11-09,40.08783721923828
2016-11-10,38.82886505126953
2016-11-11,38.403892517089844
2016-11-14,37.4818000793457
2016-11-15,38.57358169555664
2016-11-16,38.81343460083008
2016-11-17,39.12096405029297
2016-11-18,38.6138916015625
2016-11-21,39.053287506103516
2016-11-22,39.06324005126953
2016-11-23,38.76466751098633
2016-11-25,38.82587814331055
2016-11-28,39.10255432128906
2016-11-29,39.284183502197266
2016-11-30,38.60940933227539
2016-12-01,38.03466033935547
2016-12-02,38.04113006591797
2016-12-05,38.72585678100586
2016-12-06,38.62433624267578
2016-12-07,39.38520812988281
2016-12-08,39.56932067871094
2016-12-09,40.27992248535156
2016-12-12,40.20279312133789
2016-12-13,40.573020935058594
2016-12-14,40.69991683959961
2016-12-15,40.58845520019531
2016-12-16,40.29933166503906
2016-12-19,40.431697845458984
2016-12-20,40.5660514831543
2016-12-21,40.41676712036133
2016-12-22,40.2913703918457
2016-12-23,40.19781494140625
2016-12-27,40.30380630493164
2016-12-28,40.037086486816406
2016-12-29,39.95298767089844
2016-12-30,39.4339714050293
2017-01-03,40.20826721191406
2017-01-04,40.19632339477539
2017-01-05,40.45757293701172
2017-01-06,41.064170837402344
2017-01-09,41.16220474243164
2017-01-10,41.103981018066406
2017-01-11,41.295570373535156
2017-01-12,41.27914810180664
2017-01-13,41.34931564331055
2017-01-17,41.17613983154297
2017-01-18,41.25376510620117
2017-01-19,41.02237319946289
2017-01-20,41.21147155761719
2017-01-23,42.02060317993164
2017-01-24,42.27438735961914
2017-01-25,42.718265533447266
2017-01-26,42.64511489868164
2017-01-27,42.05045700073242
2017-01-30,40.99550247192383
2017-01-31,40.81437301635742
2017-02-01,40.568050384521484
2017-02-02,40.718326568603516
2017-02-03,40.81138610839844
2017-02-06,40.885528564453125
2017-02-07,41.264217376708984
2017-02-08,41.29655838012695
2017-02-09,41.305519104003906
2017-02-10,41.543880462646484
2017-02-13,41.74840545654297
2017-02-14,41.8016471862793
2017-02-15,41.66679382324219
2017-02-16,41.908138275146484
2017-02-17,42.1260986328125
2017-02-21,42.261451721191406
2017-02-22,42.365455627441406
2017-02-23,42.347537994384766
2017-02-24,42.18879699707031
2017-02-27,42.28135681152344
2017-02-28,42.04547882080078
2017-03-01,42.63367462158203
2017-03-02,42.290313720703125
2017-03-03,42.25199508666992
2017-03-06,42.161922454833984
2017-03-07,42.355003356933594
2017-03-08,42.47890853881836
2017-03-09,42.68790817260742
2017-03-10,42.865562438964844
2017-03-13,43.02330780029297
2017-03-14,43.08949661254883
2017-03-15,43.21289825439453
2017-03-16,43.29301834106445
2017-03-17,43.410953521728516
2017-03-20,43.18901824951172
2017-03-21,42.30474090576172
