Ticker,Hybrid_R2,DLinear_R2,NODE_R2,R2_Improvement_vs_DLinear,RMSE_Improvement_vs_DLinear,Hybrid_RMSE,DLinear_RMSE,Hybrid_MAPE,DLinear_MAPE
ALIBABA,0.32109659910202026,0.325011670589447,0.32478851079940796,-1.204594120660459,-0.2895883442417766,20.992456443662387,20.93184027399071,10.474295616149902,10.765009880065918
AMAZON,0.9114922285079956,0.6295852661132812,0.916763961315155,44.77661360903333,51.11827477707954,5.236482748148348,10.712557146416273,1.8114254474639893,4.4170989990234375
GOOGLE,0.3079410791397095,0.31092411279678345,0.23072773218154907,-0.9594089119197915,-0.21622046990257743,30.600784630782446,30.53476222441502,10.743389129638672,10.349311828613281
META,-0.7856905460357666,-0.9080824851989746,-4.413132190704346,13.478064055118235,3.260347499077788,96.19181987537974,99.43370416230857,12.194278717041016,12.420796394348145
VNM,-0.9334641695022583,0.19657379388809204,-0.2368220090866089,-574.8670437143834,-55.12973667926479,3740.9517505576036,2411.4988077956828,5.505881309509277,3.01788067817688
