Ticker,Mode,DA (%),MAPE (%),RMSE,MAE,R2,Actual Last,Pred Last
ALIBABA.CSV,DLINEAR+NODE_sentiment,54.2574,2.2582,2.5651,1.942,0.9484,88.59,90.5758
AMAZON.CSV,DLINEAR+NODE_sentiment,51.3274,1.7819,3.1709,2.38,0.9917,202.61,210.345
APPLE.CSV,DLINEAR+NODE_sentiment,52.9204,1.6354,3.8187,2.9397,0.9804,225.0,233.002
GOOGLE.CSV,DLINEAR+NODE_sentiment,53.4513,1.7219,2.9954,2.216,0.9891,173.89,179.5398
META.CSV,DLINEAR+NODE_sentiment,46.6877,2.9016,19.94,15.2934,0.9848,748.91,734.6758
